umap_x,umap_y,cluster,confidence,model
9.038419,2.706314,1,0.963305552630888,GMM
8.116702,6.6402907,0,0.545014482414925,GMM
9.531312,9.846473,0,0.9933112845546495,GMM
8.944673,10.304067,0,0.999899053230854,GMM
10.374099,-0.71268964,1,0.9880217141133443,GMM
9.270205,4.794254,1,0.7016052184166626,GMM
9.487855,5.095106,0,0.8348833403495521,GMM
11.362531,4.5225377,1,0.5787972944314255,GMM
10.380551,2.4442947,2,1.0,GMM
8.831653,11.739472,0,0.9998404565968768,GMM
11.314575,10.303951,0,0.9981557035612667,GMM
12.189918,2.1459618,1,0.9813412624391695,GMM
7.9775276,3.2938416,2,0.5762170898504281,GMM
9.53503,-0.50917035,1,0.9630329618053531,GMM
9.104088,4.385975,1,0.6277396895758454,GMM
10.137736,10.303687,0,0.9986434685206025,GMM
10.676041,3.4663014,1,0.9820871760138735,GMM
9.173808,-0.5671093,1,0.9584869368471292,GMM
12.380136,0.1163881,3,0.5274905076855831,GMM
10.555191,-0.6839297,1,0.7223593613582497,GMM
9.322295,2.589342,1,0.992484686000838,GMM
12.498654,7.812177,0,0.8385311638746642,GMM
7.134423,2.6803045,2,0.9999953709579161,GMM
9.985597,1.1835641,1,0.9668463647608238,GMM
11.522745,9.809591,0,0.9957240884768803,GMM
9.325083,6.3739357,0,0.958093821341987,GMM
8.922883,1.1707636,1,0.8194397989401343,GMM
11.440939,4.597901,0,0.777426531368398,GMM
9.882661,3.1255176,1,0.9589541520088493,GMM
11.182842,4.274478,1,0.7505007709538665,GMM
10.038842,3.9419944,1,0.7696041800094028,GMM
11.995273,3.8282664,0,0.6986514025310189,GMM
7.488378,9.051742,0,0.9958466697256636,GMM
7.674333,5.264014,1,0.9993426252785443,GMM
11.071065,2.6289618,1,0.9269398404329485,GMM
8.084663,4.3253045,1,0.9842231510484932,GMM
9.185352,1.6505086,1,0.9908406750186461,GMM
11.19424,3.953256,1,0.7337385925794939,GMM
8.948449,2.6116593,1,0.54989771541436,GMM
9.964652,8.764118,0,0.9446099549903509,GMM
10.22861,8.904867,0,0.9966125004394113,GMM
11.223567,12.836328,0,0.9997922550411187,GMM
12.701007,11.548608,0,0.9994630749194664,GMM
9.931261,4.596252,0,0.6728210134629413,GMM
8.356001,4.4694233,1,0.7549461626287528,GMM
10.654588,1.6825397,1,0.9740276251944973,GMM
13.469463,12.370206,3,0.8935576761023579,GMM
9.334145,6.0085254,1,0.7765950766693643,GMM
11.521382,2.0903816,1,0.993721273488722,GMM
11.164873,8.395482,0,0.7872348506867864,GMM
9.214917,2.4343772,1,0.9980087192274413,GMM
11.306623,2.8653433,1,0.9736535955021756,GMM
10.13363,2.8011158,1,0.971265975713801,GMM
12.54115,10.096001,0,0.9714832121682871,GMM
6.8992248,10.163051,0,0.9947113117403243,GMM
8.38796,8.852306,0,0.8795115309957211,GMM
9.574858,6.881648,1,0.6934235969019397,GMM
9.28272,0.9355564,1,0.8334701165786639,GMM
10.883226,12.460291,0,0.9999163724076434,GMM
7.682825,10.549665,0,0.9976040957434118,GMM
8.615261,5.9567924,1,0.6591958866751331,GMM
9.4439125,9.031291,0,0.9716536518840744,GMM
5.2380695,2.5200875,2,1.0,GMM
9.647919,0.119172506,1,0.9938227028730764,GMM
13.407576,14.061463,0,0.9981240164346731,GMM
8.658391,8.321035,0,0.8279313758155618,GMM
9.9990835,7.781038,0,0.9787446620769361,GMM
12.693059,12.546346,3,0.47052525584669036,GMM
11.729639,11.856301,0,0.9668457735568852,GMM
8.91269,7.444872,0,0.8895107229969189,GMM
9.827134,7.700244,0,0.9991404949169963,GMM
6.6675277,2.683852,2,0.99999999993328,GMM
7.991207,9.592096,0,0.9942726846589797,GMM
11.19516,11.06267,0,0.9984703279123252,GMM
12.60146,13.586594,0,0.9990277395752146,GMM
11.993518,11.629385,0,0.9522529624875409,GMM
11.167987,10.20949,0,0.6819212354015476,GMM
9.648768,9.106923,0,0.9985526908411172,GMM
8.656401,0.4434874,1,0.8272506906272085,GMM
9.698877,5.1057677,1,0.8088872840565138,GMM
10.475505,10.132978,0,0.9983615762240444,GMM
